filiere,CO2 emissions [gCO2/kWh],production_MWh,CO2 emissions [tCO2],percentage_energy_production,percentage_CO2_emissions
Biomasse,32.0,767.7651405,24.568484496,0.17795067723511726,0.11893003286577318
Charbon,1058.0,3113.277073819535,3293.8471441010674,0.7215875460898845,15.944709539025574
Fioul,730.0,5439.877993684972,3971.11093539003,1.2608412677114138,19.223178138499357
Gaz,443.0,24398.6213800475,10808.589271361041,5.655051224851311,52.321740784821266
Géothermie,38.0,3.7459264,0.14234520320000002,0.0008682214190120616,0.0006890583624568865
Hydraulique,10.0,43330.7899136,433.307899136,10.043101729307685,2.097537709077406
Nucléaire,6.0,354394.205,2126.36523,82.14059933338557,10.293214737348174
