filiere,part_production
Biomasse,0.17795067723511726
Charbon,0.7215875460898845
Fioul,1.2608412677114138
Gaz,5.655051224851311
Géothermie,0.0008682214190120616
Hydraulique,10.043101729307685
Nucléaire,82.14059933338557
