annee,part-production-MWh
2020,0.2864730469961428
2021,1.9925665866207258
2022,2.0593370682468057
2023,2.1745767930398516
2024,1.3996896536736958
2025,1.4109738312104578
2026,1.4619678075504472
2027,1.5567852755173277
2028,0.8224184389252055
2029,0.8216538286186046
2030,0.8564386953947418
