annee,part-production-MWh
2020,68.63075711607591
2021,68.69921166301046
2022,66.60400317900465
2023,64.02452022548282
2024,67.84898383740473
2025,66.09962809130991
2026,63.91766496657711
2027,61.224584048522054
2028,65.28042694754484
2029,63.46550553221546
2030,61.19463233039135
