annee,part-production-MWh
2020,8.12355711839062
2021,7.320411867539417
2022,8.02653590521796
2023,8.841158199476778
2024,8.27731763390598
2025,8.932954344654421
2026,9.688866634387221
2027,10.568294072775835
2028,9.873408583157774
2029,10.566921631832717
2030,11.373904209593002
