annee,part-production-MWh
2020,7.059514372404947
2021,6.627900477992053
2022,7.232002465736098
2023,7.970392768507731
2024,6.881677592866292
2025,7.391296687657673
2026,8.020799294251264
2027,8.792411997447552
2028,7.635989143647487
2029,8.164835649550591
2030,8.820370806665347
