ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2009-01-01,-59374572.26668319,397574356.8059815,426638072.98663706,-59374572.26668319,-59374572.26668319,472033518.3894242,472033518.3894242,472033518.3894242,472033518.3894242,472033518.3894242,472033518.3894242,0.0,0.0,0.0,412658946.122741
2010-01-01,-62362886.56354455,396939891.4026774,427323948.83793616,-62362886.56354455,-62362886.56354455,475184051.7000004,475184051.7000004,475184051.7000004,475184051.7000004,475184051.7000004,475184051.7000004,0.0,0.0,0.0,412821165.13645583
2011-01-01,-65351208.04857842,393553529.76985884,423736193.55877525,-65351208.04857842,-65351208.04857842,474549609.54767585,474549609.54767585,474549609.54767585,474549609.54767585,474549609.54767585,474549609.54767585,0.0,0.0,0.0,409198401.4990974
2012-01-01,-68341048.31170392,385821961.8887733,416325696.29045224,-68341048.31170392,-68341048.31170392,470130000.5222333,470130000.5222333,470130000.5222333,470130000.5222333,470130000.5222333,470130000.5222333,0.0,0.0,0.0,401788952.2105294
2013-01-01,-71339722.27891414,385274145.91977584,416748501.6645087,-71339722.27891414,-71339722.27891414,472033518.3894139,472033518.3894139,472033518.3894139,472033518.3894139,472033518.3894139,472033518.3894139,0.0,0.0,0.0,400693796.11049974
2014-01-01,-75138569.41736133,384955919.2749605,415095938.2046115,-75138569.41736133,-75138569.41736133,475184051.7000075,475184051.7000075,475184051.7000075,475184051.7000075,475184051.7000075,475184051.7000075,0.0,0.0,0.0,400045482.2826462
2015-01-01,-78937416.55580854,380240864.06224674,411304873.02961284,-78937416.55580854,-78937416.55580854,474549609.54767585,474549609.54767585,474549609.54767585,474549609.54767585,474549609.54767585,474549609.54767585,0.0,0.0,0.0,395612192.9918673
2016-01-01,-82736263.69425574,373040551.17745394,403044986.5267175,-82736263.69425574,-82736263.69425574,470130000.5222366,470130000.5222366,470130000.5222366,470130000.5222366,470130000.5222366,470130000.5222366,0.0,0.0,0.0,387393736.8279809
2017-01-01,-86545518.63308226,370438784.8969026,401017930.21148753,-86545518.63308226,-86545518.63308226,472033518.38942343,472033518.38942343,472033518.38942343,472033518.38942343,472033518.38942343,472033518.38942343,0.0,0.0,0.0,385487999.75634116
2018-01-01,-90344365.77152945,370533458.3004166,399370143.5041592,-90344365.77152945,-90344365.77152945,475184051.69999945,475184051.69999945,475184051.69999945,475184051.69999945,475184051.69999945,475184051.69999945,0.0,0.0,0.0,384839685.92847
2019-01-01,-94143212.90997668,365352298.0578191,396811604.25693154,-94143212.90997668,-94143212.90997668,474549609.54767454,474549609.54767454,474549609.54767454,474549609.54767454,474549609.54767454,474549609.54767454,0.0,0.0,0.0,380406396.6376979
2020-01-01,-97942060.04842387,357464020.13217163,387877457.6837811,-97942060.04842387,-97942060.04842387,470130000.522248,470130000.522248,470130000.522248,470130000.522248,470130000.522248,470130000.522248,0.0,0.0,0.0,372187940.47382414
2020-12-31,-101740907.18687108,345033774.6272355,374741858.58785385,-102097281.8557458,-101349913.9186466,461931528.3312643,461931528.3312643,461931528.3312643,461931528.3312643,461931528.3312643,461931528.3312643,0.0,0.0,0.0,360190621.1443932
2021-12-31,-105539754.32531828,329291558.01616454,360278835.7121958,-106630304.60067663,-104321282.93798354,449966981.96956825,449966981.96956825,449966981.96956825,449966981.96956825,449966981.96956825,449966981.96956825,0.0,0.0,0.0,344427227.64425
2022-12-31,-109338601.46376547,308740652.70329183,340264518.89310837,-111486800.77898909,-107163801.10117923,434255615.04122704,434255615.04122704,434255615.04122704,434255615.04122704,434255615.04122704,434255615.04122704,0.0,0.0,0.0,324917013.5774616
2023-12-31,-113137448.6022127,286378158.0069279,317166120.5815517,-116514613.07305449,-109625297.61119965,414823114.26777667,414823114.26777667,414823114.26777667,414823114.26777667,414823114.26777667,414823114.26777667,0.0,0.0,0.0,301685665.66556394
2024-12-31,-116946703.54103921,328051139.1349,360000242.1865367,-121647653.44959089,-111971039.87707636,461931528.33132845,461931528.33132845,461931528.33132845,461931528.33132845,461931528.33132845,461931528.33132845,0.0,0.0,0.0,344984824.7902892
2025-12-31,-120745550.67948641,312774589.85819167,345658397.08318007,-127092467.24262872,-114296616.48411918,449966981.96965915,449966981.96965915,449966981.96965915,449966981.96965915,449966981.96965915,449966981.96965915,0.0,0.0,0.0,329221431.29017276
2026-12-31,-124544397.81793363,293112219.8668206,327686027.59207773,-132812684.3327765,-116427819.82588999,434255615.04126525,434255615.04126525,434255615.04126525,434255615.04126525,434255615.04126525,434255615.04126525,0.0,0.0,0.0,309711217.22333163
2027-12-31,-128343244.95638081,270090783.602191,305374196.82371646,-138535350.86386696,-118427286.23213731,414823114.2677083,414823114.2677083,414823114.2677083,414823114.2677083,414823114.2677083,414823114.2677083,0.0,0.0,0.0,286479869.31132746
2028-12-31,-132152499.89520735,310289362.0373218,348622837.03112996,-144311737.6573603,-120085028.98552103,461931528.3313178,461931528.3313178,461931528.3313178,461931528.3313178,461931528.3313178,461931528.3313178,0.0,0.0,0.0,329779028.43611044
2029-12-31,-135951347.0336545,293579766.16611516,335646939.14237815,-150567069.00395584,-121999701.71685904,449966981.969528,449966981.969528,449966981.969528,449966981.969528,449966981.969528,449966981.969528,0.0,0.0,0.0,314015634.9358735
2030-12-31,-139750194.17210174,273059448.53987676,316060287.2509037,-156844572.35338837,-123533213.99877535,434255615.04120815,434255615.04120815,434255615.04120815,434255615.04120815,434255615.04120815,434255615.04120815,0.0,0.0,0.0,294505420.8691064
