annee,part-production-MWh
2020,0.00044423784644901857
2021,0.0004694512843766205
2022,0.0004973399851440058
2023,0.0005294219449097885
2024,0.0005275016576935466
2025,0.0005539150559009152
2026,0.0005843499150012766
2027,0.0006197497546400174
2028,0.0006111552965842584
2029,0.000639501042987028
2030,0.0006725483695282516
